city,country,archetype,lat,lon,seed,ssp,epoch,mc,dGW,method,mean_dmg_final,mean_p_liq,mean_pga_g,gw_base_m,vs30_mu,n_nodes_graph
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,8,-1.6400020225856855,B0_static_hazus,0.19907482755334432,0.23497206222301778,0.1817834174454346,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,8,-1.6400020225856855,B4_cgstg_full,0.674580028002277,0.32656754744418265,0.21309019418369032,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,9,-0.9690780204383709,B0_static_hazus,0.24109911231425188,0.26033626443182345,0.20940615250638175,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,9,-0.9690780204383709,B4_cgstg_full,0.6153001758138844,0.3204799162466736,0.1978996487270171,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,10,-1.7173156243257703,B0_static_hazus,0.2620409718140361,0.28192343395876684,0.2076584501677804,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,10,-1.7173156243257703,B4_cgstg_full,0.6188098563355714,0.3730956814950291,0.2140624649844836,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,11,-1.3303655539960002,B0_static_hazus,0.23472569733267482,0.29543678986670074,0.20220894437636167,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,SSP5-8.5,2100,11,-1.3303655539960002,B4_cgstg_full,0.5762641222113349,0.336772379936829,0.2091697924444517,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,0,0.0,B0_static_hazus,0.23041183009881896,0.21290113254268442,0.18262312479319237,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,0,0.0,B4_cgstg_full,0.6262432508486372,0.3155098857114048,0.22723424026226233,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,1,0.0,B0_static_hazus,0.2445073083316051,0.26997932566597194,0.2130486849023438,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,1,0.0,B4_cgstg_full,0.6816274356636343,0.32030253311661444,0.2315588724344142,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,2,0.0,B0_static_hazus,0.2516194601960235,0.28591741781450275,0.20456340700128528,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,2,0.0,B4_cgstg_full,0.6325444124676058,0.3506646472676321,0.2383552775937409,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,3,0.0,B0_static_hazus,0.22290925859230595,0.22906909876069312,0.18344455097331855,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,3,0.0,B4_cgstg_full,0.5892309597722746,0.24406547419277078,0.21048354980346679,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,4,0.0,B0_static_hazus,0.27483766208655747,0.28475153535186026,0.23113647914166002,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,4,0.0,B4_cgstg_full,0.6119506213375707,0.246482760156103,0.19840093026465372,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,5,0.0,B0_static_hazus,0.28284382814345904,0.3165524458819588,0.21530508650116875,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,5,0.0,B4_cgstg_full,0.5869700180863898,0.27351800013522265,0.2148960808677979,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,6,0.0,B0_static_hazus,0.2512098527511666,0.2809254652616764,0.2077593365437457,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,6,0.0,B4_cgstg_full,0.5849576203244504,0.2687489044344508,0.1934184199858555,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,7,0.0,B0_static_hazus,0.2808427379173629,0.30613945695436195,0.2240362683093509,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,7,0.0,B4_cgstg_full,0.682670043630763,0.33689052341685993,0.24477977406033163,2.493199838083051,221.6618274663144,120
