city,country,archetype,lat,lon,gw_base_m,ssp,n_pairs,mean_gap,ci_lo,ci_hi,sign
Boston,USA,mixed,42.3601,-71.0589,5.0,SSP1-2.6,72,0.02972,0.00902,0.05071,positive
Boston,USA,mixed,42.3601,-71.0589,5.0,SSP2-4.5,72,-0.00021,-0.02194,0.0204,zero-crossing
Boston,USA,mixed,42.3601,-71.0589,5.0,SSP5-8.5,72,0.00605,-0.01457,0.02698,zero-crossing
NewYork,USA,mixed,40.7128,-74.006,6.0,Control-NoCC,72,0.0035,-0.01684,0.02306,zero-crossing
NewYork,USA,mixed,40.7128,-74.006,6.0,SSP1-2.6,72,0.01919,-0.0027,0.03922,zero-crossing
NewYork,USA,mixed,40.7128,-74.006,6.0,SSP2-4.5,72,-0.00385,-0.02589,0.0187,zero-crossing
NewYork,USA,mixed,40.7128,-74.006,6.0,SSP5-8.5,72,0.00804,-0.01357,0.02847,zero-crossing
Toronto,Canada,mixed,43.6532,-79.3832,7.0,Control-NoCC,72,0.01572,-0.00216,0.03545,zero-crossing
Toronto,Canada,mixed,43.6532,-79.3832,7.0,SSP1-2.6,72,0.01586,-0.00478,0.03651,zero-crossing
Toronto,Canada,mixed,43.6532,-79.3832,7.0,SSP2-4.5,72,-0.00438,-0.02384,0.0148,zero-crossing
Toronto,Canada,mixed,43.6532,-79.3832,7.0,SSP5-8.5,72,0.00719,-0.01324,0.02834,zero-crossing
Montreal,Canada,cold,45.5017,-73.5673,6.0,Control-NoCC,72,0.00424,-0.0182,0.0268,zero-crossing
Montreal,Canada,cold,45.5017,-73.5673,6.0,SSP1-2.6,72,0.01789,-0.00396,0.04125,zero-crossing
Montreal,Canada,cold,45.5017,-73.5673,6.0,SSP2-4.5,72,0.0018,-0.02043,0.02403,zero-crossing
Montreal,Canada,cold,45.5017,-73.5673,6.0,SSP5-8.5,72,0.00369,-0.01633,0.02398,zero-crossing
Chicago,USA,lowland,41.8781,-87.6298,4.0,Control-NoCC,72,0.01222,-0.00709,0.03097,zero-crossing
Chicago,USA,lowland,41.8781,-87.6298,4.0,SSP1-2.6,72,0.01177,-0.00655,0.03143,zero-crossing
Chicago,USA,lowland,41.8781,-87.6298,4.0,SSP2-4.5,72,-0.00033,-0.02052,0.01869,zero-crossing
Chicago,USA,lowland,41.8781,-87.6298,4.0,SSP5-8.5,72,0.00508,-0.01515,0.02647,zero-crossing
Memphis,USA,lowland,35.1495,-90.049,2.0,Control-NoCC,72,0.00929,-0.00466,0.02394,zero-crossing
Memphis,USA,lowland,35.1495,-90.049,2.0,SSP1-2.6,72,0.01752,0.0016,0.03417,positive
Memphis,USA,lowland,35.1495,-90.049,2.0,SSP2-4.5,72,0.00842,-0.00803,0.02484,zero-crossing
Memphis,USA,lowland,35.1495,-90.049,2.0,SSP5-8.5,72,0.01627,-0.00034,0.03099,zero-crossing
London,UK,mixed,51.5074,-0.1278,8.0,Control-NoCC,72,0.0069,-0.01214,0.02594,zero-crossing
London,UK,mixed,51.5074,-0.1278,8.0,SSP1-2.6,72,0.01713,-0.00416,0.0373,zero-crossing
London,UK,mixed,51.5074,-0.1278,8.0,SSP2-4.5,72,-0.00355,-0.02463,0.01498,zero-crossing
London,UK,mixed,51.5074,-0.1278,8.0,SSP5-8.5,72,0.00083,-0.02081,0.02315,zero-crossing
Paris,France,lowland,48.8566,2.3522,5.0,Control-NoCC,72,0.00699,-0.01067,0.02493,zero-crossing
Paris,France,lowland,48.8566,2.3522,5.0,SSP1-2.6,72,0.0085,-0.01073,0.02805,zero-crossing
Paris,France,lowland,48.8566,2.3522,5.0,SSP2-4.5,72,-0.00437,-0.02521,0.0153,zero-crossing
Paris,France,lowland,48.8566,2.3522,5.0,SSP5-8.5,72,-0.0007,-0.01953,0.01733,zero-crossing
Berlin,Germany,lowland,52.52,13.405,4.5,Control-NoCC,72,0.01096,-0.00975,0.03047,zero-crossing
Berlin,Germany,lowland,52.52,13.405,4.5,SSP1-2.6,72,0.02679,0.00671,0.04877,positive
Berlin,Germany,lowland,52.52,13.405,4.5,SSP2-4.5,72,0.00478,-0.01679,0.02245,zero-crossing
Berlin,Germany,lowland,52.52,13.405,4.5,SSP5-8.5,72,0.01064,-0.00887,0.03041,zero-crossing
Madrid,Spain,mixed,40.4168,-3.7038,12.0,Control-NoCC,72,0.00376,-0.01793,0.02523,zero-crossing
Madrid,Spain,mixed,40.4168,-3.7038,12.0,SSP1-2.6,72,0.02108,0.00019,0.04226,positive
Madrid,Spain,mixed,40.4168,-3.7038,12.0,SSP2-4.5,72,-0.00164,-0.02195,0.01832,zero-crossing
Madrid,Spain,mixed,40.4168,-3.7038,12.0,SSP5-8.5,72,-0.002,-0.02318,0.01807,zero-crossing
Rome,Italy,mixed,41.9028,12.4964,10.0,Control-NoCC,72,0.00891,-0.00994,0.02693,zero-crossing
Rome,Italy,mixed,41.9028,12.4964,10.0,SSP1-2.6,72,0.01648,-0.00393,0.03772,zero-crossing
Rome,Italy,mixed,41.9028,12.4964,10.0,SSP2-4.5,72,-0.00309,-0.02466,0.01776,zero-crossing
Rome,Italy,mixed,41.9028,12.4964,10.0,SSP5-8.5,72,-0.00148,-0.02045,0.01893,zero-crossing
Bucharest,Romania,mixed,44.4268,26.1025,8.0,Control-NoCC,72,0.01059,-0.00928,0.03175,zero-crossing
Bucharest,Romania,mixed,44.4268,26.1025,8.0,SSP1-2.6,72,0.01105,-0.00988,0.03137,zero-crossing
Bucharest,Romania,mixed,44.4268,26.1025,8.0,SSP2-4.5,72,-0.00272,-0.02471,0.019,zero-crossing
Bucharest,Romania,mixed,44.4268,26.1025,8.0,SSP5-8.5,72,0.00323,-0.01807,0.02495,zero-crossing
Sofia,Bulgaria,mixed,42.6977,23.3219,11.0,Control-NoCC,72,0.00956,-0.0106,0.02965,zero-crossing
Sofia,Bulgaria,mixed,42.6977,23.3219,11.0,SSP1-2.6,72,0.00496,-0.01556,0.02692,zero-crossing
Sofia,Bulgaria,mixed,42.6977,23.3219,11.0,SSP2-4.5,72,0.00123,-0.01905,0.02196,zero-crossing
Sofia,Bulgaria,mixed,42.6977,23.3219,11.0,SSP5-8.5,72,0.00565,-0.01554,0.02673,zero-crossing
Belgrade,Serbia,mixed,44.7866,20.4489,6.0,Control-NoCC,72,0.01198,-0.00619,0.03054,zero-crossing
Belgrade,Serbia,mixed,44.7866,20.4489,6.0,SSP1-2.6,72,0.02304,0.0024,0.04335,positive
Belgrade,Serbia,mixed,44.7866,20.4489,6.0,SSP2-4.5,72,-0.00501,-0.02688,0.01418,zero-crossing
Belgrade,Serbia,mixed,44.7866,20.4489,6.0,SSP5-8.5,72,0.00308,-0.01941,0.0254,zero-crossing
Stockholm,Sweden,coastal,59.3293,18.0686,3.0,Control-NoCC,72,0.00424,-0.01836,0.02627,zero-crossing
Stockholm,Sweden,coastal,59.3293,18.0686,3.0,SSP1-2.6,72,0.0096,-0.01336,0.03123,zero-crossing
Stockholm,Sweden,coastal,59.3293,18.0686,3.0,SSP2-4.5,72,0.00166,-0.02097,0.02267,zero-crossing
Stockholm,Sweden,coastal,59.3293,18.0686,3.0,SSP5-8.5,72,0.00701,-0.01286,0.02656,zero-crossing
Helsinki,Finland,coastal,60.1699,24.9384,2.0,Control-NoCC,72,0.01281,-0.00583,0.02949,zero-crossing
Helsinki,Finland,coastal,60.1699,24.9384,2.0,SSP1-2.6,72,0.02457,0.00379,0.0475,positive
Helsinki,Finland,coastal,60.1699,24.9384,2.0,SSP2-4.5,72,-0.00215,-0.02382,0.02012,zero-crossing
Helsinki,Finland,coastal,60.1699,24.9384,2.0,SSP5-8.5,72,0.00469,-0.01713,0.02468,zero-crossing
Oslo,Norway,coastal,59.9139,10.7522,4.0,Control-NoCC,72,0.00946,-0.00975,0.02833,zero-crossing
Oslo,Norway,coastal,59.9139,10.7522,4.0,SSP1-2.6,72,0.01572,-0.00506,0.03789,zero-crossing
Oslo,Norway,coastal,59.9139,10.7522,4.0,SSP2-4.5,72,-0.0017,-0.02483,0.01824,zero-crossing
Oslo,Norway,coastal,59.9139,10.7522,4.0,SSP5-8.5,72,0.00215,-0.0209,0.02452,zero-crossing
Copenhagen,Denmark,coastal,55.6761,12.5683,2.5,Control-NoCC,72,0.01121,-0.00548,0.02646,zero-crossing
Copenhagen,Denmark,coastal,55.6761,12.5683,2.5,SSP1-2.6,72,0.02534,0.00533,0.04601,positive
Copenhagen,Denmark,coastal,55.6761,12.5683,2.5,SSP2-4.5,72,0.00349,-0.01655,0.02406,zero-crossing
Copenhagen,Denmark,coastal,55.6761,12.5683,2.5,SSP5-8.5,72,0.01688,-0.00281,0.03699,zero-crossing
Amsterdam,Netherlands,deltaic,52.3676,4.9041,1.0,Control-NoCC,72,0.00571,-0.00963,0.02099,zero-crossing
Amsterdam,Netherlands,deltaic,52.3676,4.9041,1.0,SSP1-2.6,72,0.00537,-0.01087,0.02206,zero-crossing
Amsterdam,Netherlands,deltaic,52.3676,4.9041,1.0,SSP2-4.5,72,0.01873,0.00446,0.03223,positive
Amsterdam,Netherlands,deltaic,52.3676,4.9041,1.0,SSP5-8.5,72,0.02089,0.00485,0.03762,positive
Rotterdam,Netherlands,deltaic,51.9244,4.4777,1.0,Control-NoCC,72,-0.00293,-0.01492,0.00937,zero-crossing
Rotterdam,Netherlands,deltaic,51.9244,4.4777,1.0,SSP1-2.6,72,0.01342,-0.00355,0.03016,zero-crossing
Rotterdam,Netherlands,deltaic,51.9244,4.4777,1.0,SSP2-4.5,72,0.00389,-0.01001,0.01744,zero-crossing
Rotterdam,Netherlands,deltaic,51.9244,4.4777,1.0,SSP5-8.5,72,0.01618,0.00035,0.033,positive
Hamburg,Germany,lowland,53.5511,9.9937,3.0,Control-NoCC,72,0.00538,-0.0117,0.02331,zero-crossing
Hamburg,Germany,lowland,53.5511,9.9937,3.0,SSP1-2.6,72,0.01475,-0.00543,0.03677,zero-crossing
Hamburg,Germany,lowland,53.5511,9.9937,3.0,SSP2-4.5,72,0.00888,-0.01007,0.02645,zero-crossing
Hamburg,Germany,lowland,53.5511,9.9937,3.0,SSP5-8.5,72,0.00606,-0.01381,0.0263,zero-crossing
StPetersburg,Russia,coastal,59.9343,30.3351,2.5,Control-NoCC,72,-0.00218,-0.02057,0.01765,zero-crossing
StPetersburg,Russia,coastal,59.9343,30.3351,2.5,SSP1-2.6,72,0.02078,0.00208,0.0414,positive
StPetersburg,Russia,coastal,59.9343,30.3351,2.5,SSP2-4.5,72,-0.00269,-0.02262,0.01656,zero-crossing
StPetersburg,Russia,coastal,59.9343,30.3351,2.5,SSP5-8.5,72,0.01048,-0.00884,0.03046,zero-crossing
Beirut,Lebanon,coastal,33.8938,35.5018,6.0,Control-NoCC,72,0.00895,-0.01104,0.02919,zero-crossing
Beirut,Lebanon,coastal,33.8938,35.5018,6.0,SSP1-2.6,72,0.01431,-0.00556,0.03662,zero-crossing
Beirut,Lebanon,coastal,33.8938,35.5018,6.0,SSP2-4.5,72,-0.00297,-0.02648,0.01937,zero-crossing
Beirut,Lebanon,coastal,33.8938,35.5018,6.0,SSP5-8.5,72,0.0005,-0.02056,0.01955,zero-crossing
TelAviv,Israel,coastal,32.0853,34.7818,5.0,Control-NoCC,72,0.00617,-0.01359,0.02396,zero-crossing
TelAviv,Israel,coastal,32.0853,34.7818,5.0,SSP1-2.6,72,0.00966,-0.0117,0.02931,zero-crossing
TelAviv,Israel,coastal,32.0853,34.7818,5.0,SSP2-4.5,72,-0.00453,-0.02475,0.01486,zero-crossing
TelAviv,Israel,coastal,32.0853,34.7818,5.0,SSP5-8.5,72,0.00967,-0.01203,0.0311,zero-crossing
Dubai,UAE,arid,25.2048,55.2708,4.0,Control-NoCC,72,0.00057,-0.02037,0.02164,zero-crossing
Dubai,UAE,arid,25.2048,55.2708,4.0,SSP1-2.6,72,0.01124,-0.00868,0.03303,zero-crossing
Dubai,UAE,arid,25.2048,55.2708,4.0,SSP2-4.5,72,0.00573,-0.01621,0.02874,zero-crossing
Dubai,UAE,arid,25.2048,55.2708,4.0,SSP5-8.5,72,0.00921,-0.01119,0.02983,zero-crossing
Riyadh,SaudiArabia,arid,24.7136,46.6753,35.0,Control-NoCC,72,0.00996,-0.00953,0.03086,zero-crossing
Riyadh,SaudiArabia,arid,24.7136,46.6753,35.0,SSP1-2.6,72,0.01568,-0.00637,0.0364,zero-crossing
Riyadh,SaudiArabia,arid,24.7136,46.6753,35.0,SSP2-4.5,72,-0.0027,-0.02505,0.0176,zero-crossing
Riyadh,SaudiArabia,arid,24.7136,46.6753,35.0,SSP5-8.5,72,0.00403,-0.01893,0.02527,zero-crossing
AddisAbaba,Ethiopia,high_alt,9.025,38.7469,9.0,Control-NoCC,72,0.00905,-0.01281,0.03192,zero-crossing
AddisAbaba,Ethiopia,high_alt,9.025,38.7469,9.0,SSP1-2.6,72,0.01806,-0.00228,0.03974,zero-crossing
AddisAbaba,Ethiopia,high_alt,9.025,38.7469,9.0,SSP2-4.5,72,0.00048,-0.02148,0.0212,zero-crossing
AddisAbaba,Ethiopia,high_alt,9.025,38.7469,9.0,SSP5-8.5,72,0.00566,-0.01458,0.02576,zero-crossing
Nairobi,Kenya,mixed,-1.2921,36.8219,8.0,Control-NoCC,72,0.00642,-0.01355,0.02719,zero-crossing
Nairobi,Kenya,mixed,-1.2921,36.8219,8.0,SSP1-2.6,72,0.01533,-0.0036,0.03662,zero-crossing
Nairobi,Kenya,mixed,-1.2921,36.8219,8.0,SSP2-4.5,72,-0.0038,-0.02424,0.01534,zero-crossing
Nairobi,Kenya,mixed,-1.2921,36.8219,8.0,SSP5-8.5,72,0.00298,-0.02041,0.0258,zero-crossing
Khartoum,Sudan,arid,15.5007,32.5599,10.0,Control-NoCC,72,0.00518,-0.01526,0.02533,zero-crossing
Khartoum,Sudan,arid,15.5007,32.5599,10.0,SSP1-2.6,72,0.01715,-0.00198,0.03643,zero-crossing
Khartoum,Sudan,arid,15.5007,32.5599,10.0,SSP2-4.5,72,-0.00597,-0.02712,0.01413,zero-crossing
Khartoum,Sudan,arid,15.5007,32.5599,10.0,SSP5-8.5,72,-0.00466,-0.02629,0.01593,zero-crossing
Tunis,Tunisia,coastal,36.8065,10.1815,8.0,Control-NoCC,72,0.00897,-0.01117,0.02881,zero-crossing
Tunis,Tunisia,coastal,36.8065,10.1815,8.0,SSP1-2.6,72,0.02505,0.00341,0.04537,positive
Tunis,Tunisia,coastal,36.8065,10.1815,8.0,SSP2-4.5,72,-0.0003,-0.0197,0.0201,zero-crossing
Tunis,Tunisia,coastal,36.8065,10.1815,8.0,SSP5-8.5,72,0.00308,-0.01715,0.02362,zero-crossing
Marrakech,Morocco,arid,31.6295,-7.9811,15.0,Control-NoCC,72,0.02445,0.00122,0.04785,positive
Marrakech,Morocco,arid,31.6295,-7.9811,15.0,SSP1-2.6,72,0.00726,-0.01537,0.03118,zero-crossing
Marrakech,Morocco,arid,31.6295,-7.9811,15.0,SSP2-4.5,72,0.01268,-0.01013,0.03531,zero-crossing
Marrakech,Morocco,arid,31.6295,-7.9811,15.0,SSP5-8.5,72,0.00257,-0.01912,0.02444,zero-crossing
Seoul,SouthKorea,mixed,37.5665,126.978,7.0,Control-NoCC,72,-0.00162,-0.02235,0.01762,zero-crossing
Seoul,SouthKorea,mixed,37.5665,126.978,7.0,SSP1-2.6,72,0.01279,-0.00683,0.03262,zero-crossing
Seoul,SouthKorea,mixed,37.5665,126.978,7.0,SSP2-4.5,72,-0.00512,-0.026,0.01524,zero-crossing
Seoul,SouthKorea,mixed,37.5665,126.978,7.0,SSP5-8.5,72,0.00399,-0.01717,0.02482,zero-crossing
Pyongyang,NorthKorea,mixed,39.0392,125.7625,8.0,Control-NoCC,72,0.01024,-0.0113,0.03087,zero-crossing
Pyongyang,NorthKorea,mixed,39.0392,125.7625,8.0,SSP1-2.6,72,0.01964,-0.00334,0.04412,zero-crossing
Pyongyang,NorthKorea,mixed,39.0392,125.7625,8.0,SSP2-4.5,72,-0.00407,-0.02947,0.01746,zero-crossing
Pyongyang,NorthKorea,mixed,39.0392,125.7625,8.0,SSP5-8.5,72,-0.00327,-0.02624,0.01818,zero-crossing
Hanoi,Vietnam,deltaic,21.0285,105.8542,2.0,Control-NoCC,72,0.02527,0.00566,0.04369,positive
Hanoi,Vietnam,deltaic,21.0285,105.8542,2.0,SSP1-2.6,72,0.02546,0.00781,0.04288,positive
Hanoi,Vietnam,deltaic,21.0285,105.8542,2.0,SSP2-4.5,72,0.01623,-0.00412,0.03749,zero-crossing
Hanoi,Vietnam,deltaic,21.0285,105.8542,2.0,SSP5-8.5,72,0.0282,0.01046,0.04745,positive
KualaLumpur,Malaysia,mixed,3.139,101.6869,7.0,Control-NoCC,72,0.00863,-0.01038,0.02819,zero-crossing
KualaLumpur,Malaysia,mixed,3.139,101.6869,7.0,SSP1-2.6,72,0.01943,-0.00021,0.03956,zero-crossing
KualaLumpur,Malaysia,mixed,3.139,101.6869,7.0,SSP2-4.5,72,-0.00121,-0.02246,0.01953,zero-crossing
KualaLumpur,Malaysia,mixed,3.139,101.6869,7.0,SSP5-8.5,72,-0.00194,-0.02292,0.01939,zero-crossing
Singapore,Singapore,coastal,1.3521,103.8198,3.0,Control-NoCC,72,0.015,-0.00417,0.03696,zero-crossing
Singapore,Singapore,coastal,1.3521,103.8198,3.0,SSP1-2.6,72,0.0254,0.00166,0.05166,positive
Singapore,Singapore,coastal,1.3521,103.8198,3.0,SSP2-4.5,72,-0.00249,-0.02914,0.0238,zero-crossing
Singapore,Singapore,coastal,1.3521,103.8198,3.0,SSP5-8.5,72,0.02453,0.00235,0.0481,positive
Yangon,Myanmar,deltaic,16.8409,96.1735,2.0,Control-NoCC,72,0.00389,-0.01097,0.01967,zero-crossing
Yangon,Myanmar,deltaic,16.8409,96.1735,2.0,SSP1-2.6,72,0.01863,0.00124,0.03633,positive
Yangon,Myanmar,deltaic,16.8409,96.1735,2.0,SSP2-4.5,72,0.01078,-0.00649,0.02933,zero-crossing
Yangon,Myanmar,deltaic,16.8409,96.1735,2.0,SSP5-8.5,72,0.02503,0.00996,0.04054,positive
Bishkek,Kyrgyzstan,mixed,42.8746,74.5698,10.0,Control-NoCC,72,0.00609,-0.01398,0.02452,zero-crossing
Bishkek,Kyrgyzstan,mixed,42.8746,74.5698,10.0,SSP1-2.6,72,0.01085,-0.01,0.0311,zero-crossing
Bishkek,Kyrgyzstan,mixed,42.8746,74.5698,10.0,SSP2-4.5,72,0.00317,-0.0187,0.02428,zero-crossing
Bishkek,Kyrgyzstan,mixed,42.8746,74.5698,10.0,SSP5-8.5,72,-0.00279,-0.02244,0.0162,zero-crossing
Ulaanbaatar,Mongolia,cold,47.8864,106.9057,9.0,Control-NoCC,72,0.00295,-0.01661,0.02483,zero-crossing
Ulaanbaatar,Mongolia,cold,47.8864,106.9057,9.0,SSP1-2.6,72,0.0232,0.00265,0.04481,positive
Ulaanbaatar,Mongolia,cold,47.8864,106.9057,9.0,SSP2-4.5,72,-0.00349,-0.02578,0.01661,zero-crossing
Ulaanbaatar,Mongolia,cold,47.8864,106.9057,9.0,SSP5-8.5,72,0.00259,-0.01872,0.02285,zero-crossing
Caracas,Venezuela,mixed,10.4806,-66.9036,8.0,Control-NoCC,72,0.01023,-0.00884,0.02928,zero-crossing
Caracas,Venezuela,mixed,10.4806,-66.9036,8.0,SSP1-2.6,72,0.02261,0.00125,0.04508,positive
Caracas,Venezuela,mixed,10.4806,-66.9036,8.0,SSP2-4.5,72,0.00041,-0.0216,0.02054,zero-crossing
Caracas,Venezuela,mixed,10.4806,-66.9036,8.0,SSP5-8.5,72,-0.00062,-0.02133,0.01883,zero-crossing
Medellin,Colombia,high_alt,6.2476,-75.5658,7.0,Control-NoCC,72,0.00607,-0.01486,0.02418,zero-crossing
Medellin,Colombia,high_alt,6.2476,-75.5658,7.0,SSP1-2.6,72,0.01142,-0.00754,0.03122,zero-crossing
Medellin,Colombia,high_alt,6.2476,-75.5658,7.0,SSP2-4.5,72,-0.00643,-0.02818,0.01586,zero-crossing
Medellin,Colombia,high_alt,6.2476,-75.5658,7.0,SSP5-8.5,72,-0.00486,-0.02761,0.01743,zero-crossing
Rio,Brazil,coastal,-22.9068,-43.1729,3.5,Control-NoCC,72,0.00916,-0.01216,0.02997,zero-crossing
Rio,Brazil,coastal,-22.9068,-43.1729,3.5,SSP1-2.6,72,0.02171,-0.0008,0.0449,zero-crossing
Rio,Brazil,coastal,-22.9068,-43.1729,3.5,SSP2-4.5,72,-0.0006,-0.02354,0.02159,zero-crossing
Rio,Brazil,coastal,-22.9068,-43.1729,3.5,SSP5-8.5,72,0.00608,-0.01592,0.02845,zero-crossing
SaoPaulo,Brazil,mixed,-23.5505,-46.6333,8.0,Control-NoCC,72,0.00471,-0.01533,0.02299,zero-crossing
SaoPaulo,Brazil,mixed,-23.5505,-46.6333,8.0,SSP1-2.6,72,0.01526,-0.00601,0.03671,zero-crossing
SaoPaulo,Brazil,mixed,-23.5505,-46.6333,8.0,SSP2-4.5,72,0.00401,-0.01867,0.02476,zero-crossing
SaoPaulo,Brazil,mixed,-23.5505,-46.6333,8.0,SSP5-8.5,72,0.01523,-0.00497,0.03819,zero-crossing
Brasilia,Brazil,mixed,-15.8267,-47.9218,11.0,Control-NoCC,72,0.00105,-0.01929,0.02083,zero-crossing
Brasilia,Brazil,mixed,-15.8267,-47.9218,11.0,SSP1-2.6,72,0.02306,0.00318,0.04407,positive
Brasilia,Brazil,mixed,-15.8267,-47.9218,11.0,SSP2-4.5,72,-0.00535,-0.02919,0.01502,zero-crossing
Brasilia,Brazil,mixed,-15.8267,-47.9218,11.0,SSP5-8.5,72,0.00639,-0.01485,0.02581,zero-crossing
Honolulu,USA,coastal,21.3069,-157.8583,3.0,Control-NoCC,72,0.01218,-0.00684,0.03246,zero-crossing
Honolulu,USA,coastal,21.3069,-157.8583,3.0,SSP1-2.6,72,0.01747,-0.00273,0.03943,zero-crossing
Honolulu,USA,coastal,21.3069,-157.8583,3.0,SSP2-4.5,72,0.00229,-0.01905,0.02218,zero-crossing
Honolulu,USA,coastal,21.3069,-157.8583,3.0,SSP5-8.5,72,0.02093,0.0006,0.04226,positive
