n_pairs,gnn_rmse_mean,mlp_rmse_mean,mean_advantage_mlp_minus_gnn,bca_ci_lo,bca_ci_hi,wilcoxon_z,wilcoxon_p,decision_at_alpha_0.05
16,0.05778,0.0652,0.00742,0.00541,0.01002,-3.5162,3.1e-05,GNN BETTER
