city,archetype,seed,ssp,epoch,mc,dGW,method,mean_dmg_final,mean_p_liq
Tianjin,deltaic,1,SSP5-8.5,2020,13,0.0,B4_cgstg_full,0.6856177627548629,0.3189503506099361
Tianjin,deltaic,1,SSP5-8.5,2020,14,0.0,B0_static_hazus,0.2706884033870617,0.29517838583704414
Tianjin,deltaic,1,SSP5-8.5,2020,14,0.0,B4_cgstg_full,0.5607767241505012,0.3037609015659331
Tianjin,deltaic,1,SSP5-8.5,2100,0,-1.3386795634287,B0_static_hazus,0.24015479073021054,0.26891348050099056
Tianjin,deltaic,1,SSP5-8.5,2100,0,-1.3386795634287,B4_cgstg_full,0.7323407560935061,0.35557000040423126
Tianjin,deltaic,1,SSP5-8.5,2100,1,-1.2222263592627338,B0_static_hazus,0.27328635792291295,0.31212336010591957
Tianjin,deltaic,1,SSP5-8.5,2100,1,-1.2222263592627338,B4_cgstg_full,0.6798088108709969,0.33241445649913326
Tianjin,deltaic,1,SSP5-8.5,2100,2,-1.0066528468978628,B0_static_hazus,0.23611870382991204,0.2807698479754065
Tianjin,deltaic,1,SSP5-8.5,2100,2,-1.0066528468978628,B4_cgstg_full,0.7072434655578057,0.3475917142294881
Tianjin,deltaic,1,SSP5-8.5,2100,3,-1.3166184262054037,B0_static_hazus,0.2589477296225424,0.2711712280967987
Tianjin,deltaic,1,SSP5-8.5,2100,3,-1.3166184262054037,B4_cgstg_full,0.6078571278439662,0.3241400683473655
Tianjin,deltaic,1,SSP5-8.5,2100,4,-1.841818540400523,B0_static_hazus,0.2641353154225839,0.2979501260920103
Tianjin,deltaic,1,SSP5-8.5,2100,4,-1.841818540400523,B4_cgstg_full,0.6397298082188009,0.3378093366828316
Tianjin,deltaic,1,SSP5-8.5,2100,5,-1.667308185223443,B0_static_hazus,0.2861160304537057,0.3212133505015797
Tianjin,deltaic,1,SSP5-8.5,2100,5,-1.667308185223443,B4_cgstg_full,0.6807871066305421,0.3430671138895022
Tianjin,deltaic,1,SSP5-8.5,2100,6,-0.7659784489853393,B0_static_hazus,0.2688960233468731,0.28741432425849794
Tianjin,deltaic,1,SSP5-8.5,2100,6,-0.7659784489853393,B4_cgstg_full,0.6820173430441342,0.3776004624358576
Tianjin,deltaic,1,SSP5-8.5,2100,7,-1.4873660685805319,B0_static_hazus,0.25828729651374593,0.2778427597051704
Tianjin,deltaic,1,SSP5-8.5,2100,7,-1.4873660685805319,B4_cgstg_full,0.612488707581505,0.33799721207464706
Tianjin,deltaic,1,SSP5-8.5,2100,8,-0.8347391289240041,B0_static_hazus,0.2518397969415106,0.2613260830627109
Tianjin,deltaic,1,SSP5-8.5,2100,8,-0.8347391289240041,B4_cgstg_full,0.6044576550102658,0.29400214177949785
Tianjin,deltaic,1,SSP5-8.5,2100,9,-1.669063455417829,B0_static_hazus,0.24500854421224816,0.276867624261273
Tianjin,deltaic,1,SSP5-8.5,2100,9,-1.669063455417829,B4_cgstg_full,0.6887540405969832,0.4153098151881844
Tianjin,deltaic,1,SSP5-8.5,2100,10,-1.4235504788342461,B0_static_hazus,0.2403671080654828,0.2808714530204779
Tianjin,deltaic,1,SSP5-8.5,2100,10,-1.4235504788342461,B4_cgstg_full,0.6636677953851584,0.39110256496163726
Tianjin,deltaic,1,SSP5-8.5,2100,11,-1.2261019184277997,B0_static_hazus,0.2565570771926387,0.2666751549581134
Tianjin,deltaic,1,SSP5-8.5,2100,11,-1.2261019184277997,B4_cgstg_full,0.6117555426873472,0.335882793504023
Tianjin,deltaic,1,SSP5-8.5,2100,12,-1.648313154766678,B0_static_hazus,0.24628786464832927,0.2734019053533641
Tianjin,deltaic,1,SSP5-8.5,2100,12,-1.648313154766678,B4_cgstg_full,0.6874698069831686,0.38067260181347257
Tianjin,deltaic,1,SSP5-8.5,2100,13,-1.6871250177352384,B0_static_hazus,0.25046206926691894,0.2678673184404547
Tianjin,deltaic,1,SSP5-8.5,2100,13,-1.6871250177352384,B4_cgstg_full,0.6955654269313079,0.412415363933741
Tianjin,deltaic,1,SSP5-8.5,2100,14,-1.1206463595384213,B0_static_hazus,0.2659324690711761,0.3110485740630313
Tianjin,deltaic,1,SSP5-8.5,2100,14,-1.1206463595384213,B4_cgstg_full,0.6002086029491973,0.32333900048612446
Tianjin,deltaic,1,Control-NoCC,2020,0,0.0,B0_static_hazus,0.2508348109811066,0.2679755378535877
Tianjin,deltaic,1,Control-NoCC,2020,0,0.0,B4_cgstg_full,0.7238673854647182,0.32557694844270646
Tianjin,deltaic,1,Control-NoCC,2020,1,0.0,B0_static_hazus,0.25778827369566737,0.31130159232780047
Tianjin,deltaic,1,Control-NoCC,2020,1,0.0,B4_cgstg_full,0.6488791993091942,0.30617422703395647
Tianjin,deltaic,1,Control-NoCC,2020,2,0.0,B0_static_hazus,0.2610243240264953,0.2903157662858758
Tianjin,deltaic,1,Control-NoCC,2020,2,0.0,B4_cgstg_full,0.5872472871395648,0.3029338900721195
Tianjin,deltaic,1,Control-NoCC,2020,3,0.0,B0_static_hazus,0.2311745587059075,0.2757253351614096
Tianjin,deltaic,1,Control-NoCC,2020,3,0.0,B4_cgstg_full,0.6212402056891193,0.23027475746307335
Tianjin,deltaic,1,Control-NoCC,2020,4,0.0,B0_static_hazus,0.31087347188779896,0.3480589139859334
Tianjin,deltaic,1,Control-NoCC,2020,4,0.0,B4_cgstg_full,0.5773818677800151,0.29679968368854687
Tianjin,deltaic,1,Control-NoCC,2020,5,0.0,B0_static_hazus,0.26844858584766207,0.3226639705495048
Tianjin,deltaic,1,Control-NoCC,2020,5,0.0,B4_cgstg_full,0.7329188149504786,0.2896592413620913
Tianjin,deltaic,1,Control-NoCC,2020,6,0.0,B0_static_hazus,0.2760326795992613,0.30465213464783186
Tianjin,deltaic,1,Control-NoCC,2020,6,0.0,B4_cgstg_full,0.7004295512096841,0.33959034018165035
Tianjin,deltaic,1,Control-NoCC,2020,7,0.0,B0_static_hazus,0.27258941295669803,0.31570909181752865
Tianjin,deltaic,1,Control-NoCC,2020,7,0.0,B4_cgstg_full,0.5868260140120893,0.25191309977885246
Tianjin,deltaic,1,Control-NoCC,2020,8,0.0,B0_static_hazus,0.25452615527917777,0.2565120432161968
Tianjin,deltaic,1,Control-NoCC,2020,8,0.0,B4_cgstg_full,0.6081432549782017,0.22105021028327143
Tianjin,deltaic,1,Control-NoCC,2020,9,0.0,B0_static_hazus,0.2237384460366316,0.253239262631606
Tianjin,deltaic,1,Control-NoCC,2020,9,0.0,B4_cgstg_full,0.6603892614518649,0.3081351724783478
Tianjin,deltaic,1,Control-NoCC,2020,10,0.0,B0_static_hazus,0.27071442545753216,0.32967415333711053
Tianjin,deltaic,1,Control-NoCC,2020,10,0.0,B4_cgstg_full,0.5851590911459472,0.2557881909719139
Tianjin,deltaic,1,Control-NoCC,2020,11,0.0,B0_static_hazus,0.2516088452624294,0.2608246414563503
Tianjin,deltaic,1,Control-NoCC,2020,11,0.0,B4_cgstg_full,0.6676905575543628,0.26609838218050264
Tianjin,deltaic,1,Control-NoCC,2020,12,0.0,B0_static_hazus,0.28335565690440356,0.3048464348023406
Tianjin,deltaic,1,Control-NoCC,2020,12,0.0,B4_cgstg_full,0.6892855132844231,0.3201340561934541
Tianjin,deltaic,1,Control-NoCC,2020,13,0.0,B0_static_hazus,0.23296211484002033,0.24851959715799338
Tianjin,deltaic,1,Control-NoCC,2020,13,0.0,B4_cgstg_full,0.6514168813274615,0.2623217564940462
Tianjin,deltaic,1,Control-NoCC,2020,14,0.0,B0_static_hazus,0.25108545617318795,0.31279924873856674
Tianjin,deltaic,1,Control-NoCC,2020,14,0.0,B4_cgstg_full,0.6870884340710461,0.34997338415024937
